filename,folder,original_width,original_height,resized_width,resized_height,mean_R,mean_G,mean_B,std_R,std_G,std_B
684d3714be2e4c6d.jpg,train,1600,1200,224,224,95.0,86.67,83.62,48.02,54.05,64.32
7b7aae943ccc81e1.jpg,train,512,384,224,224,111.77,86.68,54.9,81.04,67.91,58.0
780a4b85652ae164.jpg,train,1600,1200,224,224,131.0,124.7,112.1,45.96,43.32,42.96
7a730e4f4ca3fd43.jpg,train,960,1600,224,224,198.17,171.83,143.15,36.08,31.69,28.29
7aaff89e5a5d6f58.jpg,train,1600,1066,224,224,113.73,114.64,111.63,61.95,61.01,67.51
79ad591e73e95fb8.jpg,train,1440,959,224,224,127.84,115.88,102.84,46.61,43.06,40.6
71a1ff8f5b5cb53a.jpg,train,1595,1600,224,224,186.27,175.02,171.96,72.49,75.39,73.75
71e686616ec7e465.jpg,train,1184,966,224,224,119.07,107.68,101.04,51.76,49.83,48.45
75e08fc5d54071ad.jpg,train,1066,1600,224,224,103.95,87.0,80.86,85.76,81.15,84.0
75121fbf6bbabe51.jpg,train,1600,1059,224,224,114.81,116.1,106.96,56.69,54.2,55.75
75087116ff3075c5.jpg,train,734,778,224,224,218.37,214.57,215.04,51.69,56.59,59.2
7c32a2ddf6f09489.jpg,train,1600,1064,224,224,149.71,160.32,159.65,81.8,80.9,77.87
7bce0237f8b45bc6.jpg,train,675,900,224,224,156.21,129.14,124.35,60.69,60.44,58.72
71ccee750b959edc.jpg,train,1600,1102,224,224,117.82,129.03,123.77,74.69,69.84,74.03
73017316991fa814.jpg,train,600,800,224,224,84.51,77.9,67.8,75.08,64.77,54.04
73c7f674d1e88cac.jpg,train,1600,1143,224,224,114.94,113.1,112.17,44.09,48.47,55.17
7c5bf46f4b5f9a12.jpg,train,1500,996,224,224,140.28,70.69,74.26,52.84,52.88,51.56
73fc130768f950d1.jpg,train,1140,1600,224,224,135.51,176.26,160.91,7.56,10.89,10.44
76acfb24079c602f.jpg,train,1362,1600,224,224,234.92,225.47,203.47,46.7,45.13,40.15
7257eb69aa38fd61.jpg,train,1600,1200,224,224,90.43,118.42,139.33,71.15,68.5,72.12
7af70ec49af89821.jpg,train,1071,1600,224,224,147.09,128.9,116.58,35.2,35.72,38.0
7a4a5dcfd2f58317.jpg,train,1600,1200,224,224,119.05,117.94,112.02,67.32,69.46,71.42
7b99de286ea732cf.jpg,train,1600,1066,224,224,95.22,84.62,75.55,52.02,45.16,44.35
7c313214f0af5a85.jpg,train,1600,1200,224,224,154.65,140.41,130.0,62.84,56.28,53.4
75924df31a73391e.jpg,train,600,583,224,224,236.19,236.19,236.19,46.72,46.72,46.72
7991dc5e35578a01.jpg,train,1600,1064,224,224,124.52,121.01,109.92,72.41,72.22,80.56
7767963af1a409ca.jpg,train,1600,1066,224,224,166.16,116.3,109.38,80.72,76.65,84.71
715ef538fe4eef81.jpg,train,1600,1200,224,224,167.67,174.42,179.27,41.05,47.79,46.92
748e53fab5a72731.jpg,train,900,1200,224,224,124.67,131.38,143.58,76.17,78.71,86.07
74d350dce5afba25.jpg,train,1024,768,224,224,86.84,80.39,57.91,59.74,53.04,41.54
77326720f02344f8.jpg,train,612,612,224,224,191.26,150.99,113.99,39.23,41.59,37.45
728654eb1bdf106a.jpg,train,1200,800,224,224,96.36,90.74,84.06,42.91,38.21,45.31
76eb1a3c69c5cad0.jpg,train,640,640,224,224,153.3,124.08,92.65,59.62,62.89,49.27
726dadb714c4eb08.jpg,train,1600,1066,224,224,175.29,174.5,176.51,70.51,70.93,71.42
79061cf5517e1a42.jpg,train,704,1600,224,224,174.49,149.35,154.48,59.33,75.99,60.12
79f6573ddff9f061.jpg,train,1600,1109,224,224,71.15,94.36,114.7,55.26,58.39,77.11
795cf471cef87389.jpg,train,1500,844,224,224,63.8,60.44,65.05,47.37,40.87,31.84
7c63ba6f241a3a8d.jpg,train,550,365,224,224,162.34,154.83,155.97,50.01,50.49,51.23
79d489314ed4776b.jpg,train,1600,1066,224,224,136.58,130.23,104.63,47.59,54.12,60.44
754759a840629538.jpg,train,1600,1200,224,224,125.21,119.29,133.97,57.43,56.67,60.25
7b08b0f7b3ec09e0.jpg,train,800,534,224,224,108.54,76.26,67.37,83.23,72.68,71.23
75882c6f468a1e1e.jpg,train,1028,1600,224,224,146.9,129.31,121.74,83.05,88.2,90.39
74dad8c2bd20bee3.jpg,train,1024,768,224,224,121.6,103.45,91.19,72.3,66.4,65.72
7249be0e34845619.jpg,train,1600,804,224,224,189.66,188.67,188.1,21.03,21.18,21.73
74f189ec04ad1913.jpg,train,480,1000,224,224,210.98,212.92,202.12,58.79,53.33,57.36
7af3dbf3c5b5e36e.jpg,train,1600,1064,224,224,104.22,118.62,135.48,73.47,72.28,64.9
7a69ff24065dc550.jpg,train,1008,700,224,224,103.15,102.8,102.62,90.96,90.86,90.87
7b210607ff9da45b.jpg,train,1600,901,224,224,107.31,89.83,111.57,68.81,57.11,74.98
7bbe205cfb54b7e3.jpg,train,480,640,224,224,157.51,144.42,126.25,54.41,53.2,52.66
7a7fd0892f61be9c.jpg,train,800,600,224,224,124.71,120.18,121.12,67.31,65.11,62.9
76baf053be07a86f.jpg,train,997,1600,224,224,194.72,186.96,168.14,49.43,47.84,43.72
7ac508fcee342ab9.jpg,train,1600,1066,224,224,148.63,138.06,93.23,56.23,57.08,59.89
75eac884ba2d38ab.jpg,train,753,992,224,224,179.23,173.96,169.59,55.33,57.05,60.31
7812ea6178e4c66a.jpg,train,1600,1066,224,224,147.94,142.52,138.22,46.38,48.22,51.96
76e7db5b8e5f7b88.jpg,train,962,842,224,224,217.39,215.3,215.44,61.64,64.98,67.65
77389281c88624e3.jpg,train,1600,1064,224,224,181.32,181.62,175.56,69.04,68.37,66.7
7b174c217a099d6d.jpg,train,1600,1091,224,224,102.39,104.8,100.55,94.31,94.11,96.7
71f1e58a710cea11.jpg,train,791,627,224,224,233.93,237.18,227.44,49.26,41.5,60.54
74468d32478a5c91.jpg,train,1600,1269,224,224,175.81,175.85,169.46,35.14,35.02,34.96
74c06506f6981326.jpg,train,1600,1066,224,224,105.3,104.17,103.07,57.63,58.7,57.0
7c7d72d2142a7743.jpg,train,1600,1066,224,224,134.64,126.28,126.78,100.25,109.66,113.85
74d8608328823d5d.jpg,train,612,612,224,224,118.54,91.37,65.83,80.44,76.21,64.96
72bddd679da3bbec.jpg,train,1600,1200,224,224,127.27,104.06,95.24,64.42,70.76,68.72
73879fe3c01f8f21.jpg,train,1280,961,224,224,117.12,126.32,124.45,59.88,57.45,61.87
7711c3cb0640ed92.jpg,train,1600,1194,224,224,155.48,131.81,141.01,70.44,78.81,87.98
71c146d0c019971b.jpg,train,1600,898,224,224,148.3,113.86,115.3,58.6,58.14,56.06
72a9dfac2659a8bd.jpg,train,1600,1200,224,224,162.0,161.69,152.64,58.85,68.24,82.48
72dc6b2400b25b7e.jpg,train,1600,1066,224,224,189.63,189.51,189.25,42.35,42.58,42.68
76e07f6ea0addd74.jpg,train,1600,1062,224,224,92.28,87.68,75.9,67.62,66.78,71.18
7870a3ee3d49be20.jpg,train,1024,768,224,224,98.34,95.14,89.24,60.66,63.5,64.68
773504bbf5467805.jpg,train,804,713,224,224,212.84,214.41,214.36,60.62,58.85,53.64
76d3c282230aedef.jpg,train,802,1500,224,224,207.33,197.13,175.23,41.51,39.41,35.65
73d341ef5bd10709.jpg,train,1600,1200,224,224,114.22,84.38,70.53,47.63,59.5,67.0
743e7251adf8e218.jpg,train,612,612,224,224,114.27,107.69,101.72,67.34,66.98,67.1
781dd314aae44dba.jpg,train,612,612,224,224,168.25,130.68,140.57,45.16,76.98,43.19
7b42c4738eba17a9.jpg,train,1600,1067,224,224,126.09,121.07,113.73,74.88,78.02,82.26
71f0ce40a3eb04d4.jpg,train,1600,1195,224,224,148.85,146.91,134.66,60.75,60.12,61.42
7c3a1eb468668066.jpg,train,1200,1600,224,224,168.54,169.3,135.99,71.4,67.53,75.75
73564dd3cc7c1a8f.jpg,train,800,600,224,224,119.38,112.05,111.97,62.97,62.16,62.09
71cc182c72ff00a3.jpg,train,1457,1600,224,224,142.16,142.16,142.16,80.54,80.54,80.54
764be53ea7d95a4b.jpg,train,488,700,224,224,129.33,128.46,128.72,50.21,53.01,53.91
7783db02c0fa076f.jpg,train,640,480,224,224,175.64,175.53,178.62,73.23,73.12,71.44
74392a9faeab12b0.jpg,train,540,720,224,224,95.17,118.37,141.76,55.71,45.9,53.83
7522f325522b0244.jpg,train,479,638,224,224,230.47,230.49,228.04,41.17,41.16,44.25
747231dfb9c22684.jpg,train,1066,1600,224,224,121.06,117.88,117.45,65.19,67.86,69.05
71941cac9c4c04aa.jpg,train,1600,1200,224,224,130.24,102.7,54.79,54.02,50.72,43.65
73bba1e92fcb31bf.jpg,train,1600,1060,224,224,147.37,140.94,133.95,86.99,93.48,96.98
7b27dc23408e9d31.jpg,train,1003,1600,224,224,246.32,228.35,175.8,18.2,17.96,17.31
78ce7a47ed50af63.jpg,train,1600,1316,224,224,98.42,89.69,80.9,74.51,65.72,68.51
73177804aaa84832.jpg,train,480,375,224,224,33.93,37.06,41.94,57.44,56.74,55.59
7a73f60e73d64a44.jpg,train,1600,1200,224,224,139.89,122.89,119.93,68.58,58.49,57.96
7b56cf0dd3492f0e.jpg,train,1600,1074,224,224,86.0,66.61,81.75,66.0,53.31,54.46
73cc2c755b85f0f8.jpg,train,1000,667,224,224,113.85,116.21,112.08,84.42,81.54,85.61
7466f1b70161d228.jpg,train,1600,1076,224,224,166.39,107.79,42.37,76.26,56.56,54.61
74cc001a64613441.jpg,train,1189,1600,224,224,191.85,192.87,193.62,94.49,92.86,90.77
74d0609030e02ac1.jpg,train,1600,1066,224,224,123.95,84.06,71.42,64.86,57.93,57.05
7aa264ed981a2064.jpg,train,1600,1236,224,224,138.44,135.38,137.96,60.55,70.52,80.98
764ede64d287dce6.jpg,train,1600,1066,224,224,62.32,57.79,62.96,69.62,70.18,75.73
7a12426e22ca93ae.jpg,train,1600,1098,224,224,193.68,178.35,138.96,60.45,56.87,46.55
7698c0f8f0985641.jpg,train,753,447,224,224,230.89,230.39,230.11,40.38,41.63,40.91
7483abec692dfa39.jpg,train,1005,1600,224,224,235.47,230.42,207.92,25.63,25.71,22.71
7157f227374c1230.jpg,train,1600,1200,224,224,127.38,131.72,116.52,59.72,66.55,66.79
793997afd5b57402.jpg,train,1600,1195,224,224,121.64,131.04,106.47,74.93,58.54,84.79
735f50aaf77655b7.jpg,train,1500,1127,224,224,157.13,145.06,111.36,94.0,97.17,85.39
7c0fea890b65a66c.jpg,train,1600,1064,224,224,126.61,129.58,127.8,78.28,75.47,76.5
730fa0ffd72f83bd.jpg,train,1600,1195,224,224,154.12,111.31,90.11,61.25,61.71,66.93
7a0ba38e96146b29.jpg,train,1600,1200,224,224,142.35,119.35,120.59,61.95,66.87,67.34
786381ba14b062d2.jpg,train,1600,1225,224,224,133.56,97.61,79.82,68.0,61.57,55.54
7b6fb427019aa47b.jpg,train,1600,1066,224,224,122.69,100.47,72.02,67.69,59.36,54.16
71bc6c6d9bd638ce.jpg,train,972,640,224,224,118.24,101.66,93.7,65.1,61.54,59.46
75c82bcb796856b1.jpg,train,1600,1200,224,224,93.21,93.81,92.54,52.4,55.52,58.82
7ab63d641f7c9b04.jpg,train,1600,775,224,224,110.24,123.67,100.05,61.71,59.86,59.28
768b9550aaf3ff35.jpg,train,1600,1066,224,224,125.13,110.01,115.31,78.14,79.2,85.11
739cc50a3cff6f0d.jpg,train,1536,1146,224,224,112.26,106.17,111.03,56.62,58.58,62.64
744aee172531b2f4.jpg,train,1142,1600,224,224,121.77,122.45,91.05,47.83,46.56,59.94
7538915c0dee25ec.jpg,train,1600,1066,224,224,102.2,92.18,81.19,69.0,66.1,66.14
7c4e209905a5c8f5.jpg,train,1415,1600,224,224,134.9,89.05,75.48,67.98,62.33,64.04
728e0b426118f92a.jpg,train,1600,439,224,224,191.12,191.12,191.12,60.63,60.63,60.63
720317b36b3655f6.jpg,train,1200,1600,224,224,64.04,106.3,114.18,70.48,68.58,78.3
7785d51fdcfc3a45.jpg,train,1600,1062,224,224,159.48,130.75,102.54,65.86,57.19,62.17
717ada5022373f33.jpg,train,1200,1600,224,224,104.8,93.57,62.41,80.13,67.43,66.47
7269476b242e10a2.jpg,train,890,515,224,224,221.47,221.05,209.49,42.77,45.24,64.23
7a977c05ccd38069.jpg,train,1600,1013,224,224,132.08,86.24,72.35,73.65,75.67,71.65
751cf273cae36225.jpg,train,1600,1066,224,224,88.95,79.52,67.31,91.81,80.95,69.08
7a7903f39da29919.jpg,train,1600,1067,224,224,154.49,153.59,153.89,58.82,60.64,60.22
797676273907457c.jpg,train,1600,1066,224,224,110.95,94.68,84.12,75.83,72.6,70.25
7ba38532d371d00d.jpg,train,1200,1600,224,224,110.61,107.31,105.45,64.19,59.25,57.36
77242a400a439b8e.jpg,train,1600,1401,224,224,148.68,126.23,114.36,67.34,66.93,58.16
71c9f1e582bdb95b.jpg,train,1600,1200,224,224,108.83,87.22,58.41,69.97,55.95,50.17
788f59426d611c81.jpg,train,1147,1600,224,224,247.05,245.36,245.32,15.52,15.33,17.47
7c5c2c1cb2cb6398.jpg,train,1044,788,224,224,96.57,98.58,75.67,58.48,61.0,57.78
71f2c576235ef503.jpg,train,566,498,224,224,239.95,234.46,223.08,33.49,34.96,44.69
742b03e2a281fb4f.jpg,train,1600,1062,224,224,124.57,113.02,104.9,45.15,53.03,77.29
7924bbe8e29c0227.jpg,train,1600,1071,224,224,111.29,94.61,95.97,58.51,54.36,53.56
782295eb697f9fd6.jpg,train,938,810,224,224,113.69,120.79,114.36,105.48,100.37,102.51
7bf81530a8d47e2d.jpg,train,1200,1600,224,224,135.76,118.65,118.26,16.25,21.0,24.18
7186793646042558.jpg,train,1578,793,224,224,123.01,126.56,119.96,79.66,69.07,73.27
7473681c2b2c4e1a.jpg,train,1600,1199,224,224,151.01,139.21,124.16,57.55,53.0,56.15
75118b0c971047fb.jpg,train,1600,1200,224,224,118.16,113.43,107.71,43.35,41.75,37.23
7a105d22706f7c3d.jpg,train,1600,1059,224,224,127.48,119.78,118.23,81.31,79.35,77.82
7b0df196458718de.jpg,train,1200,1600,224,224,136.63,121.42,112.35,46.11,54.23,50.43
72e80eee36e9b654.jpg,train,811,496,224,224,194.09,194.28,196.15,75.96,76.44,73.96
7839c0480c59f60d.jpg,train,1600,1200,224,224,109.65,93.83,72.91,50.73,51.35,49.29
78a5af521a35d9cb.jpg,train,640,640,224,224,100.8,86.92,75.08,83.68,79.13,71.15
764c467f62011ac3.jpg,train,1600,1600,224,224,146.93,165.78,138.89,65.45,61.91,63.04
78b1c19549f27132.jpg,train,1600,1066,224,224,101.97,102.4,105.21,53.01,52.75,57.49
724e8eefe184a952.jpg,train,813,668,224,224,226.98,226.88,230.33,49.13,49.74,44.2
7c0be464f33afe3d.jpg,train,1600,1199,224,224,130.55,122.93,120.68,65.57,68.03,70.89
7c1f8dfe83a238a3.jpg,train,1200,1600,224,224,108.62,104.53,97.27,53.83,54.56,57.02
723beaff783e1dc2.jpg,train,1600,1396,224,224,241.16,239.52,237.27,32.08,36.65,43.05
79d708e0229c04bd.jpg,train,960,720,224,224,129.44,122.82,106.98,52.62,51.97,46.3
74c433a86aeb12a4.jpg,train,1600,1200,224,224,171.25,120.51,155.51,55.05,75.82,70.72
7b31979c89442c64.jpg,train,1066,1600,224,224,112.92,103.07,77.24,70.78,64.59,59.43
78d39f67f0449153.jpg,train,1600,1066,224,224,130.04,119.97,118.3,71.6,69.58,72.02
75e33d0074e432a9.jpg,train,1600,1076,224,224,102.23,107.8,45.23,72.24,77.61,51.78
71ff0397bf38f39e.jpg,train,1227,1600,224,224,221.46,222.9,221.5,68.66,68.29,69.17
7428e5a66e30125b.jpg,train,1600,1200,224,224,110.25,92.5,86.99,49.63,49.91,51.01
7566b6a6af4f001c.jpg,train,1066,1600,224,224,89.14,59.12,22.28,65.86,48.23,29.8
7847a5f1b3eda226.jpg,train,1600,1374,224,224,94.17,88.75,86.31,74.41,73.82,79.87
7bfe9e801c68b368.jpg,train,1600,1257,224,224,130.37,125.9,130.01,83.99,74.59,74.33
79862fb9ee2a8e1a.jpg,train,1600,889,224,224,115.86,103.9,88.5,72.18,65.34,65.72
7b7c87a022d1d63d.jpg,train,1035,1600,224,224,74.41,74.41,74.41,63.8,63.8,63.8
746d084a7b1341ec.jpg,train,1117,1600,224,224,187.35,173.42,125.3,66.08,60.56,41.18
7778e1ccda4a4b69.jpg,train,1049,1600,224,224,237.99,237.99,237.99,25.33,25.33,25.33
73b87fd54b7b9b88.jpg,train,1600,1059,224,224,101.11,85.16,76.59,67.8,64.58,59.54
77007c0b0156bdfe.jpg,train,1200,1600,224,224,143.07,130.88,115.39,58.43,61.17,62.94
74bc75238e1ba5f3.jpg,train,720,538,224,224,188.49,185.47,183.62,46.21,53.45,53.54
781aba194084a4e8.jpg,train,1200,1600,224,224,129.18,119.15,41.45,84.54,76.18,67.19
7b59996633a6e549.jpg,train,461,640,224,224,242.7,241.97,241.81,18.43,22.22,30.36
7a2e02a6b7a1bf07.jpg,train,1600,1199,224,224,106.88,100.76,96.26,50.04,56.51,60.06
757b4e58b6a0c079.jpg,train,1600,1257,224,224,110.03,92.1,60.84,58.4,49.76,46.24
7a9f499a06294706.jpg,train,1024,768,224,224,187.6,177.25,10.54,18.59,20.35,20.68
7aa5f5c04b5fe6f7.jpg,train,1600,1062,224,224,189.2,193.48,197.79,68.68,66.8,66.09
7acbf55ec037356e.jpg,train,426,550,224,224,226.77,229.1,232.86,42.82,38.62,33.4
76730db650173156.jpg,train,1066,1600,224,224,122.0,122.52,115.34,76.48,76.36,78.98
7430dfbbe2baad95.jpg,train,402,1600,224,224,183.72,210.03,205.55,59.25,47.41,61.05
74301a163bffde9a.jpg,train,1600,1200,224,224,113.73,126.53,140.71,65.69,68.63,66.62
735cd5086cf5d40b.jpg,train,1200,1600,224,224,134.66,112.85,102.8,66.41,69.8,59.34
7cc6178edb3ba663.jpg,train,428,630,224,224,202.89,197.35,200.26,73.94,84.56,81.35
7ae90dcb7d2c00ed.jpg,train,1600,1576,224,224,243.55,243.32,243.12,28.91,29.55,30.07
7b5803867bc92b2b.jpg,train,1600,1062,224,224,121.91,101.43,88.24,64.02,65.67,68.5
795d6ccad90aa8c9.jpg,train,1600,1204,224,224,190.1,177.47,149.92,43.5,40.55,36.77
7af65957010b8ccb.jpg,train,480,640,224,224,95.21,94.51,87.57,41.77,44.77,56.75
718f048806e771d6.jpg,train,1200,1600,224,224,128.95,128.08,131.55,48.58,46.98,45.98
7a0f3d47cb563cdc.jpg,train,1600,1200,224,224,123.58,109.57,95.56,67.64,66.46,62.51
775a0217b190ee40.jpg,train,1600,1062,224,224,124.43,112.78,99.38,85.3,76.85,72.38
789253b6241c296e.jpg,train,1296,968,224,224,114.86,109.57,112.64,59.75,64.07,58.62
75ba3ab4efcce539.jpg,train,1600,1200,224,224,83.63,67.94,65.21,63.38,56.96,51.79
7bd5e0db3ac234ea.jpg,train,1600,1188,224,224,111.44,109.94,103.86,73.19,69.77,76.5
6f972e8c90bd7bc9.jpg,train,1600,1279,224,224,77.01,82.18,87.73,60.91,59.4,57.02
764e2234fc161fb4.jpg,train,913,1488,224,224,244.71,244.74,244.78,23.75,23.65,23.62
7529ee2cfe2707bf.jpg,train,1600,1170,224,224,110.59,104.25,101.19,70.86,73.45,74.68
79ff85b331f8126c.jpg,train,1600,1200,224,224,88.86,105.54,122.01,50.36,58.78,70.73
860b773efbc675d3.jpg,train,369,695,224,224,171.78,159.15,133.5,60.32,66.47,79.04
860e02fc69216f15.jpg,train,1600,1064,224,224,130.48,132.04,131.05,83.87,83.97,83.59
81d5f1d76b5d8b5a.jpg,train,1600,1026,224,224,163.89,125.15,125.75,18.43,42.77,49.13
72686c9303001fb3.jpg,train,1051,1479,224,224,151.18,140.82,134.8,78.16,75.27,69.13
7a62c81981899b40.jpg,train,1600,1200,224,224,115.82,98.01,79.59,67.62,66.33,71.62
7b198e58619aa31e.jpg,train,1200,1600,224,224,45.24,46.22,43.72,66.02,67.26,64.17
822c8a1d414a51ff.jpg,train,800,531,224,224,6.17,52.7,81.52,16.03,22.96,34.47
8476e5b5f4fa7e02.jpg,train,601,801,224,224,61.41,46.85,36.01,36.01,27.54,21.44
835bc3f975db289e.jpg,train,1200,1600,224,224,137.31,136.23,127.6,74.32,78.91,86.05
868d26000d66121a.jpg,train,600,533,224,224,218.84,216.19,196.22,51.73,50.22,70.5
82418d108e3652d5.jpg,train,320,480,224,224,208.74,212.83,218.16,60.7,56.52,51.63
7752a3f4460d7660.jpg,train,1600,1200,224,224,51.47,48.77,46.65,75.39,76.03,79.78
727c54f9c77a2864.jpg,train,1600,1088,224,224,67.06,58.2,52.08,56.33,48.99,44.57
7c236311d3f4fb1e.jpg,train,1600,1200,224,224,113.1,82.0,65.28,76.21,71.91,68.34
72c006dc0cbfc367.jpg,train,1280,800,224,224,211.41,212.93,216.38,67.73,63.91,56.35
86d0719594cf3258.jpg,train,1599,1192,224,224,141.43,150.71,97.43,61.07,63.15,68.64
7b85bdf82276c1cd.jpg,train,1600,1200,224,224,99.31,96.76,113.73,50.49,60.02,67.43
7cbca845099369da.jpg,train,1024,674,224,224,198.71,196.51,221.28,50.26,49.83,54.83
80d6149231885d8e.jpg,train,1600,1552,224,224,166.84,203.94,180.07,28.22,31.67,27.62
7dd252a73f52b1c9.jpg,train,1600,1147,224,224,189.32,189.89,179.31,67.24,64.62,74.98
84a8c991a402fa3c.jpg,train,1600,1062,224,224,70.6,69.86,67.68,40.69,49.81,51.14
746204c18e6e8746.jpg,train,1130,1600,224,224,237.56,229.58,183.1,31.0,36.92,37.24
72e05944383f10b1.jpg,train,1600,1200,224,224,39.26,39.26,39.26,56.16,56.16,56.16
7c704db2764c023b.jpg,train,1600,1200,224,224,137.4,138.27,142.63,81.08,80.43,79.41
7cf0749fd2c9d961.jpg,train,1250,1250,224,224,5.15,4.96,4.97,20.36,20.2,20.2
721a21b6395c6f2f.jpg,train,1600,1200,224,224,131.96,110.24,110.75,38.3,38.35,38.8
80a26413d603b756.jpg,train,1600,1062,224,224,76.34,71.17,84.57,68.06,62.52,68.47
75885477c8d4b665.jpg,train,1070,1600,224,224,149.2,59.69,71.0,80.41,68.72,66.56
7cfdff0117ea2ddc.jpg,train,1600,1600,224,224,133.87,120.9,115.33,82.59,70.93,59.18
7bdeda1726e442f3.jpg,train,1600,1200,224,224,128.89,129.36,126.2,29.74,28.99,32.03
7ea747982b25ff67.jpg,train,640,640,224,224,109.92,75.4,63.2,71.07,61.84,54.19
77e456fbd0033e0b.jpg,train,1069,1600,224,224,129.91,107.96,102.79,71.33,72.2,77.69
70f09d44e8d99762.jpg,train,1600,827,224,224,227.69,228.76,230.62,45.61,37.87,40.74
85e3285f726581d6.jpg,train,800,674,224,224,147.98,125.9,117.31,71.91,67.57,66.03
784116549837aff5.jpg,train,1600,1057,224,224,47.71,47.96,55.65,63.85,59.81,68.18
7e3765ba735cde73.jpg,train,1600,1248,224,224,128.72,103.56,91.02,69.6,50.72,48.15
8637951376711f48.jpg,train,1600,1371,224,224,135.97,115.16,101.3,65.54,69.79,65.23
779fd925a5d3d99d.jpg,train,1600,1066,224,224,137.08,123.51,49.2,43.51,37.87,39.12
7809e1df3f69ce0e.jpg,train,1600,1067,224,224,123.3,103.68,90.38,61.3,60.49,58.06
7ee082e02fb3bba9.jpg,train,300,420,224,224,220.43,221.34,222.2,47.24,44.98,42.48
7c2631b651cafb36.jpg,train,1600,1064,224,224,76.69,77.43,78.45,55.79,50.16,57.63
776b92e78354974a.jpg,train,1600,1102,224,224,203.45,198.87,203.99,45.98,49.07,48.52
79e9757312975ff3.jpg,train,1261,1536,224,224,200.72,189.85,181.78,35.3,35.58,36.52
774dc655e0a59fe7.jpg,train,1446,1085,224,224,110.48,117.03,116.69,51.34,52.48,60.16
7fdaf4b4b82dd9a2.jpg,train,1024,705,224,224,215.7,215.7,215.7,40.67,40.67,40.67
85311162df2769a3.jpg,train,1600,1066,224,224,191.07,176.57,160.6,57.01,66.59,60.72
7c0a5c3f31a5d29f.jpg,train,1114,1600,224,224,209.59,206.72,185.3,49.36,50.57,49.54
7e266587d4ee4593.jpg,train,1600,1200,224,224,122.44,128.29,136.23,39.12,52.43,54.95
85442a8385c968e8.jpg,train,560,444,224,224,152.13,148.66,120.79,84.49,81.34,94.87
877d9a5da5f6f7e3.jpg,train,1007,652,224,224,244.02,244.89,245.52,25.23,21.59,19.91
7ad17abcc65b793c.jpg,train,1600,1163,224,224,128.47,114.06,99.97,46.25,42.18,49.77
733279e956a44c12.jpg,train,1224,1600,224,224,115.7,128.99,150.27,85.22,73.74,83.94
764f13d2eb3ba29e.jpg,train,1600,1066,224,224,130.88,117.63,103.53,45.05,42.1,48.49
86e59b237c2b158c.jpg,train,1090,1600,224,224,221.52,213.3,201.3,29.71,29.59,27.19
7e16740c9951b8e1.jpg,train,1600,768,224,224,114.21,110.49,86.87,50.0,51.74,62.94
7a02d791dce90056.jpg,train,1600,1200,224,224,137.44,135.95,139.59,18.84,22.18,20.94
84b90e14443b6b72.jpg,train,1600,1554,224,224,212.55,215.26,219.76,77.41,72.95,68.88
7ae21db76a8dbf7d.jpg,train,1359,1600,224,224,124.75,98.97,78.93,76.25,59.4,47.88
73d3290fd2534974.jpg,train,640,640,224,224,233.83,233.13,231.85,36.94,37.11,40.64
7b66823706e7f63b.jpg,train,1600,1066,224,224,143.46,141.27,141.59,75.48,75.89,75.58
75453d330ec83397.jpg,train,1600,1200,224,224,114.94,112.58,109.59,69.68,73.99,74.71
78e8dfb05f8ea091.jpg,train,1199,1600,224,224,115.87,109.59,101.41,79.37,74.03,69.74
7fdb5a03207d40b3.jpg,train,600,354,224,224,250.13,249.73,249.71,16.87,18.8,19.0
7f8780387665115e.jpg,train,1200,1600,224,224,187.84,174.16,164.1,46.41,58.0,70.51
811e0a946ac4071f.jpg,train,1250,1250,224,224,3.5,3.29,3.31,16.57,16.33,16.34
7b207da7704b7e71.jpg,train,1180,784,224,224,134.77,135.18,120.45,65.74,65.42,78.93
7854167bf030a0ef.jpg,train,1062,1600,224,224,123.44,102.45,87.23,61.29,54.69,46.67
7561d5149c0fd108.jpg,train,449,441,224,224,221.66,223.77,229.77,51.53,52.03,49.88
81393b98c055076d.jpg,train,1600,1066,224,224,71.43,117.13,94.52,64.34,81.97,62.56
71e867dabfd7a1ba.jpg,train,1200,1600,224,224,127.55,119.77,106.05,85.25,70.47,74.02
860bc9fa06bc427d.jpg,train,1139,1600,224,224,140.08,146.29,145.35,81.8,72.45,71.81
75dbc489e8528b33.jpg,train,1066,1600,224,224,109.32,119.0,117.76,52.46,48.53,57.5
7f94d1a79502e896.jpg,train,729,1600,224,224,222.92,220.8,188.85,53.93,53.95,54.42
7397173699caa1bc.jpg,train,1470,1575,224,224,156.99,156.99,156.99,100.4,100.4,100.4
75a83613014de6b0.jpg,train,750,1334,224,224,204.19,229.11,237.36,40.61,16.84,12.2
716284e51b0d97ea.jpg,train,1236,1600,224,224,189.48,172.48,147.35,55.54,59.22,61.11
74567c8486e423d3.jpg,train,1188,1600,224,224,134.12,139.15,136.93,83.0,78.63,76.39
8694f4a62e831e9a.jpg,train,1600,1200,224,224,48.75,37.6,28.94,61.55,54.99,49.69
7c39cfff6bcbc8da.jpg,train,1600,1209,224,224,115.09,118.82,112.3,71.94,68.87,69.61
7f0cc8c73c12a68e.jpg,train,1600,1062,224,224,151.72,154.22,152.0,75.03,73.08,76.98
79a8b7e10fce54d4.jpg,train,1600,1200,224,224,102.86,131.46,155.5,54.38,73.35,95.01
